ListenerID,RecordedDate,inUS,english,famSLHDs,SLHDconnection,SLHDconnection_other,age,gender,gender_other,race,race_other,ethnicity,AudioCheck,AudioTroubleshoot,P1,P2,P3,Understood?,EP1,EP2,EP3,SpeakerID,Int_VAS,Int_OT
N133,2022-01-05 15:38:49,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",57,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",MY MOST MEMORABLE MOMENT,WHICH IS A GIGANTIC ROLLER COASTER HIGH ABOVE THE GROUND,WHEN I SAW HOW HIGH THE CATERPILLAR ROSE,"Yes, I am ready to begin.","","","",HDM3,10.28,5.69105691056911
N134,2022-01-05 15:38:59,Yes,"Yes, it is my native language",Yes,Other,n/a,33,Woman,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM12,94.93,91.7910447761194
N134,2022-01-05 15:38:59,Yes,"Yes, it is my native language",Yes,Other,n/a,33,Woman,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM3,59.15,53.6585365853659
N135,2022-01-05 15:39:25,Yes,"Yes, it is my native language",Yes,Other,none of the above,29,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF2,86.9,93.1297709923664
N135,2022-01-05 15:39:25,Yes,"Yes, it is my native language",Yes,Other,none of the above,29,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM8,44.37,77.7777777777778
N136,2022-01-05 15:44:34,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",57,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM7,0,1.70940170940171
N136,2022-01-05 15:44:34,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",57,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF6,4.93,7.75193798449612
N137,2022-01-05 15:45:16,Yes,"Yes, it is my native language",No,"","",45,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the Caterpillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF2,5.92,9.16666666666667
N137,2022-01-05 15:45:16,Yes,"Yes, it is my native language",No,"","",45,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the Caterpillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF8,98.03,93.0769230769231
N138,2022-01-05 15:48:31,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",49,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM8,87.46,77.9661016949153
N138,2022-01-05 15:48:31,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",49,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF2,35.35,57.1428571428571
N139,2022-01-05 15:48:34,Yes,"Yes, it is my native language",No,"","",30,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,which is a giant rollercoaster high above the ground,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",PDF2,0,3.07692307692308
N139,2022-01-05 15:48:34,Yes,"Yes, it is my native language",No,"","",30,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,which is a giant rollercoaster high above the ground,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",ALSF5,28.03,17.0940170940171
N14,2021-06-26 14:05:54,Yes,"Yes, it is my native language",No,"","",29,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,81.13,80.1724137931035
N14,2021-06-26 14:05:54,Yes,"Yes, it is my native language",No,"","",29,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM10,72.54,83.8461538461539
N140,2022-01-05 16:21:04,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",25,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground ,when i saw how high the caterpillar rose ,"Yes, I am ready to begin.","","","",ALSF5,2.11,19.2307692307692
N140,2022-01-05 16:21:04,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",25,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground ,when i saw how high the caterpillar rose ,"Yes, I am ready to begin.","","","",AF8,86.2,89.9159663865546
N15,2021-06-26 14:06:16,Yes,"Yes, it is my native language",No,"","",25,Genderqueer,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,"Which is a gigantic rollercoaster, high above the ground.",When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AM3,58.64,50.4273504273504
N15,2021-06-26 14:06:16,Yes,"Yes, it is my native language",No,"","",25,Genderqueer,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,"Which is a gigantic rollercoaster, high above the ground.",When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",PDF7,72.84,85.3846153846154
N16,2021-06-26 14:07:23,Yes,"Yes, it is my native language",No,"","",48,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpiller,which is a gigantic rollercoaster high above the ground,When I saw how high the catterpiller rose,"Yes, I am ready to begin.","","","",AF9,3.52,14.7286821705426
N16,2021-06-26 14:07:23,Yes,"Yes, it is my native language",No,"","",48,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpiller,which is a gigantic rollercoaster high above the ground,When I saw how high the catterpiller rose,"Yes, I am ready to begin.","","","",HDM8,59.15,46.1538461538462
N17,2021-06-26 14:10:25,Yes,"Yes, it is my native language",Yes,Other,none,58,Non-Binary,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,which is a gigantic roller coaster high above the ground,when I saw how high the catarpiller rose,"Yes, I am ready to begin.","","","",HDM10,19.72,51.5384615384615
N17,2021-06-26 14:10:25,Yes,"Yes, it is my native language",Yes,Other,none,58,Non-Binary,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,which is a gigantic roller coaster high above the ground,when I saw how high the catarpiller rose,"Yes, I am ready to begin.","","","",PDF7,95.63,89.7435897435898
N18,2021-06-26 14:19:01,Yes,"Yes, it is my native language",No,"","",33,Man,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the Caterpillar.,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",AM1,64.23,62.3931623931624
N18,2021-06-26 14:19:01,Yes,"Yes, it is my native language",No,"","",33,Man,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the Caterpillar.,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",ALSF6,40,28.4615384615385
N19,2021-06-26 14:19:14,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",29,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,x,When i saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM11,40.14,57.2649572649573
N19,2021-06-26 14:19:14,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",29,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,x,When i saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM8,14.65,6.92307692307692
N2,2021-06-25 14:47:11,Yes,"Yes, it is my native language",Yes,"I have a family member or friend with a speech and/or language disorder,Other",Geriatric Research,71,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",... caterpillar,which is a giant rollercoaster high above the ground,x,"Yes, I am ready to begin.","","","",AM5,79.72,47.8632478632479
N2,2021-06-25 14:47:11,Yes,"Yes, it is my native language",Yes,"I have a family member or friend with a speech and/or language disorder,Other",Geriatric Research,71,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",... caterpillar,which is a giant rollercoaster high above the ground,x,"Yes, I am ready to begin.","","","",PDF7,92.25,42.3076923076923
N20,2021-06-26 14:20:33,Yes,"Yes, it is my native language",Yes,Other,"I am a retired adult health RN, BSN ",60,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,2.54,43.8461538461539
N20,2021-06-26 14:20:33,Yes,"Yes, it is my native language",Yes,Other,"I am a retired adult health RN, BSN ",60,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,0,16.2393162393162
N21,2021-06-26 14:21:35,Yes,"Yes, it is my native language",Yes,Other,None,32,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was right in the capital,high above the ground,i saw how the caterpillar rolls,"Yes, I am ready to begin.","","","",AM5,41.69,6.4
N21,2021-06-26 14:21:35,Yes,"Yes, it is my native language",Yes,Other,None,32,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was right in the capital,high above the ground,i saw how the caterpillar rolls,"Yes, I am ready to begin.","","","",HDF5,65.92,27.5862068965517
N22,2021-06-26 14:23:00,Yes,"Yes, it is my native language",No,"","",32,Woman,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,0.28,12.4031007751938
N22,2021-06-26 14:23:00,Yes,"Yes, it is my native language",No,"","",32,Woman,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM1,85.35,88.034188034188
N23,2021-06-26 14:53:09,Yes,"Yes, it is my native language",No,"","",25,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM10,81.9,83.7606837606838
N23,2021-06-26 14:53:09,Yes,"Yes, it is my native language",No,"","",25,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,59.58,85.1239669421488
N24,2021-06-26 15:12:02,Yes,"Yes, it is my native language",No,"","",21,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,"when i saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",HDM10,11.41,32.4786324786325
N24,2021-06-26 15:12:02,Yes,"Yes, it is my native language",No,"","",21,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,"when i saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",ALSF6,3.66,14.6153846153846
N25,2021-06-26 15:55:24,Yes,"Yes, it is my native language",Yes,Other,I have heard of them,48,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,75.49,87.603305785124
N25,2021-06-26 15:55:24,Yes,"Yes, it is my native language",Yes,Other,I have heard of them,48,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM10,14.93,47.008547008547
N26,2021-06-26 15:56:59,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",68,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high to the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",AF1,44.08,43.1034482758621
N26,2021-06-26 15:56:59,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",68,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high to the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",HDM8,20.28,20.7692307692308
N27,2021-06-26 15:58:15,Yes,"Yes, it is my native language",No,"","",38,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the catepillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF7,73.38,89.2307692307693
N27,2021-06-26 15:58:15,Yes,"Yes, it is my native language",No,"","",38,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the catepillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,16.9,66.6666666666667
N28,2021-06-26 15:58:15,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",22,Man,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,3.24,1.70940170940171
N28,2021-06-26 15:58:15,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",22,Man,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF1,73.66,86.1538461538462
N29,2021-06-26 15:59:25,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",19,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM8,25.77,51.2820512820513
N29,2021-06-26 15:59:25,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",19,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM3,67.46,71.5384615384615
N3,2021-06-25 14:59:58,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",47,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF7,11.27,36.4406779661017
N3,2021-06-25 14:59:58,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",47,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF1,46.9,75.2
N30,2021-06-26 16:00:59,Yes,"Yes, it is my native language",No,"","",20,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose...,"Yes, I am ready to begin.","","","",PDM12,50.99,60.1626016260163
N30,2021-06-26 16:00:59,Yes,"Yes, it is my native language",No,"","",20,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose...,"Yes, I am ready to begin.","","","",HDF1,72.68,84
N31,2021-06-26 16:01:01,Yes,"Yes, it is my native language",No,"","",31,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic roller coaster high above the ground,"","No, I would like to practice again.",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground.,when I saw how high the caterpillar rose,PDF5,60.56,79.2307692307692
N31,2021-06-26 16:01:01,Yes,"Yes, it is my native language",No,"","",31,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic roller coaster high above the ground,"","No, I would like to practice again.",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground.,when I saw how high the caterpillar rose,ALSF6,2.11,23.9316239316239
N32,2021-06-26 16:01:59,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",21,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,2.96,6.2015503875969
N32,2021-06-26 16:01:59,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",21,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF9,16.06,22.2222222222222
N33,2021-06-26 16:02:07,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",23,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,Which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF9,2.11,47.008547008547
N33,2021-06-26 16:02:07,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",23,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,Which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM12,63.52,70.7692307692308
N34,2021-06-26 16:02:48,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",47,Man,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the ,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,89.01,81.0344827586207
N34,2021-06-26 16:02:48,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",47,Man,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the ,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM1,90.99,73.8461538461539
N35,2021-06-26 16:05:52,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",23,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the catipillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,86.34,80.1652892561984
N35,2021-06-26 16:05:52,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",23,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the catipillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM8,38.17,52.1367521367522
N36,2021-06-26 16:07:12,Yes,"Yes, it is my native language",No,"","",28,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment is riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose-,"Yes, I am ready to begin.","","","",ALSM4,89.86,88.8888888888889
N36,2021-06-26 16:07:12,Yes,"Yes, it is my native language",No,"","",28,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment is riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose-,"Yes, I am ready to begin.","","","",HDM11,88.45,90.7692307692308
N37,2021-06-26 16:08:04,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",46,Man,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,which is a gigantic roller coaster high above the ground.,"When I saw hoe high the caterpillar rose,","Yes, I am ready to begin.","","","",HDF5,56.9,80.1724137931035
N37,2021-06-26 16:08:04,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",46,Man,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,which is a gigantic roller coaster high above the ground.,"When I saw hoe high the caterpillar rose,","Yes, I am ready to begin.","","","",HDM11,71.97,73.0769230769231
N38,2021-06-26 16:08:47,Yes,"Yes, it is my native language",No,"","",27,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,"which is a gigantic roller coaster, high above the ground",when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM5,78.73,86.3247863247863
N38,2021-06-26 16:08:47,Yes,"Yes, it is my native language",No,"","",27,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,"which is a gigantic roller coaster, high above the ground",when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM11,92.11,93.8461538461539
N39,2021-06-26 16:19:18,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",32,Agender,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,Which is a gigantic roller coaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM8,11.83,47.6923076923077
N39,2021-06-26 16:19:18,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",32,Agender,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,Which is a gigantic roller coaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AM1,16.06,60.6837606837607
N4,2021-06-25 15:30:00,Yes,"Yes, it is my native language",Yes,Other,"",55,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF7,68.17,58.4745762711864
N4,2021-06-25 15:30:00,Yes,"Yes, it is my native language",Yes,Other,"",55,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,7.75,14.7286821705426
N40,2021-06-26 16:22:02,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",32,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the catepillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose. ,"Yes, I am ready to begin.","","","",HDM10,8.73,28.2051282051282
N40,2021-06-26 16:22:02,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",32,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the catepillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose. ,"Yes, I am ready to begin.","","","",PDM10,95.07,76.9230769230769
N41,2021-06-26 16:25:42,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder,I have a family member or friend with a speech and/or language disorder","",30,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,40.42,75.2136752136752
N41,2021-06-26 16:25:42,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder,I have a family member or friend with a speech and/or language disorder","",30,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar ,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM5,53.38,63.8461538461538
